Date,Service_Type,Region,Cost_USD,Cost_Category,Department,Usage_Hours,Resource_Tags
2024-01-05,CloudWatch (Monitoring),us-west-2,47.55,Savings Plan,Logistics,14.3,logistics-cloudwatch
2024-05-08,Lambda (Serverless),ap-south-1,25.2,Savings Plan,Logistics,13.7,logistics-lambda
2024-12-04,Lambda (Serverless),us-west-2,89.75,Spot,Data Engineering,15.2,data-engineering-lambda
2024-05-07,CloudFront (CDN),us-west-2,51.66,Reserved,Platform / DevOps,9.0,platform-/-devops-cloudfront
2024-11-30,EC2 (Compute),eu-west-1,155.57,Spot,Fleet Management,16.3,fleet-management-ec2
2024-09-04,S3 (Storage),us-east-1,20.85,On-Demand,Platform / DevOps,12.3,platform-/-devops-s3
2024-05-09,ElastiCache (Caching),us-east-1,106.44,Reserved,Data Engineering,14.1,data-engineering-elasticache
2024-12-07,ElastiCache (Caching),eu-west-1,112.33,Savings Plan,Fleet Management,13.7,fleet-management-elasticache
2024-11-10,EC2 (Compute),eu-west-1,109.38,Spot,Logistics,6.1,logistics-ec2
2024-02-29,SageMaker (ML),ap-south-1,342.5,Savings Plan,Procurement,12.0,procurement-sagemaker
2024-09-20,DynamoDB (NoSQL),ap-southeast-1,139.62,On-Demand,Warehouse Ops,13.8,warehouse-ops-dynamodb
2024-10-09,SNS (Notifications),ap-southeast-1,13.02,Reserved,Logistics,1.1,logistics-sns
2024-05-02,Route 53 (DNS),eu-west-1,2.43,Spot,Platform / DevOps,21.6,platform-/-devops-route 53
2024-12-26,SQS (Queue),ap-south-1,20.19,Reserved,Warehouse Ops,16.0,warehouse-ops-sqs
2024-12-02,SQS (Queue),ap-southeast-1,18.61,Spot,Logistics,19.0,logistics-sqs
2024-10-21,DynamoDB (NoSQL),us-east-1,178.33,Savings Plan,Procurement,6.9,procurement-dynamodb
2024-11-22,DynamoDB (NoSQL),ap-south-1,208.17,On-Demand,Procurement,1.7,procurement-dynamodb
2024-08-06,Route 53 (DNS),ap-southeast-1,3.82,Reserved,Platform / DevOps,1.6,platform-/-devops-route 53
2024-06-03,SNS (Notifications),ap-southeast-1,5.97,Reserved,Fleet Management,14.4,fleet-management-sns
2024-07-24,SNS (Notifications),eu-west-1,2.39,Spot,Platform / DevOps,2.6,platform-/-devops-sns
2024-02-28,SQS (Queue),eu-west-1,5.26,Spot,Warehouse Ops,8.0,warehouse-ops-sqs
2024-01-20,Redshift (Data Warehouse),ap-south-1,91.87,Savings Plan,Platform / DevOps,16.3,platform-/-devops-redshift
2024-07-08,DynamoDB (NoSQL),us-east-1,171.82,Reserved,Warehouse Ops,17.4,warehouse-ops-dynamodb
2024-08-24,ElastiCache (Caching),ap-south-1,80.58,Reserved,Platform / DevOps,22.0,platform-/-devops-elasticache
2024-10-05,API Gateway,us-west-2,16.69,On-Demand,Platform / DevOps,3.9,platform-/-devops-api gateway
2024-01-24,SNS (Notifications),eu-west-1,3.01,Spot,Data Engineering,8.1,data-engineering-sns
2024-11-13,SQS (Queue),us-west-2,29.08,Spot,Fleet Management,19.5,fleet-management-sqs
2024-12-10,Redshift (Data Warehouse),ap-south-1,124.97,On-Demand,Platform / DevOps,1.3,platform-/-devops-redshift
2024-03-25,S3 (Storage),eu-west-1,88.47,Savings Plan,Procurement,3.6,procurement-s3
2024-10-17,SQS (Queue),ap-south-1,7.1,On-Demand,Procurement,22.1,procurement-sqs
2024-09-13,DynamoDB (NoSQL),eu-west-1,46.56,Reserved,Fleet Management,7.5,fleet-management-dynamodb
2024-02-19,RDS (Database),eu-west-1,302.42,On-Demand,Warehouse Ops,3.1,warehouse-ops-rds
2024-04-14,API Gateway,ap-southeast-1,48.04,Reserved,Platform / DevOps,21.7,platform-/-devops-api gateway
2024-06-10,Lambda (Serverless),ap-south-1,33.32,Reserved,Data Engineering,22.9,data-engineering-lambda
2024-12-21,SageMaker (ML),us-west-2,285.98,On-Demand,Fleet Management,2.5,fleet-management-sagemaker
2024-11-05,CloudWatch (Monitoring),eu-west-1,63.98,Savings Plan,Fleet Management,23.1,fleet-management-cloudwatch
2024-07-25,CloudWatch (Monitoring),ap-south-1,44.44,On-Demand,Fleet Management,5.8,fleet-management-cloudwatch
2024-12-29,ElastiCache (Caching),us-east-1,149.53,Savings Plan,Logistics,10.7,logistics-elasticache
2024-11-12,EC2 (Compute),ap-southeast-1,574.5,Savings Plan,Logistics,7.0,logistics-ec2
2024-07-22,SNS (Notifications),eu-west-1,14.09,Reserved,Data Engineering,5.4,data-engineering-sns
2024-11-30,RDS (Database),ap-southeast-1,263.28,Reserved,Fleet Management,13.5,fleet-management-rds
2024-11-02,DynamoDB (NoSQL),ap-south-1,219.15,Reserved,Data Engineering,12.7,data-engineering-dynamodb
2024-03-11,DynamoDB (NoSQL),ap-south-1,139.2,On-Demand,Platform / DevOps,22.8,platform-/-devops-dynamodb
2024-11-18,RDS (Database),us-east-1,210.5,Reserved,Logistics,21.3,logistics-rds
2024-04-27,CloudFront (CDN),eu-west-1,82.71,Savings Plan,Procurement,20.1,procurement-cloudfront
2024-12-15,Redshift (Data Warehouse),us-west-2,225.55,On-Demand,Data Engineering,18.4,data-engineering-redshift
2024-01-10,CloudWatch (Monitoring),us-west-2,45.03,On-Demand,Procurement,11.7,procurement-cloudwatch
2024-01-31,SNS (Notifications),ap-south-1,2.15,Spot,Data Engineering,4.1,data-engineering-sns
2024-06-09,Route 53 (DNS),eu-west-1,1.83,Reserved,Logistics,8.9,logistics-route 53
2024-03-03,SQS (Queue),ap-southeast-1,15.05,Spot,Platform / DevOps,17.9,platform-/-devops-sqs
2024-01-13,EKS (Kubernetes),ap-southeast-1,136.53,Spot,Logistics,20.2,logistics-eks
2024-10-13,Lambda (Serverless),ap-southeast-1,66.69,Savings Plan,Warehouse Ops,11.1,warehouse-ops-lambda
2024-04-17,Lambda (Serverless),ap-south-1,26.65,Savings Plan,Fleet Management,23.3,fleet-management-lambda
2024-01-27,EKS (Kubernetes),ap-southeast-1,390.83,Spot,Logistics,14.9,logistics-eks
2024-03-13,Lambda (Serverless),eu-west-1,39.55,Savings Plan,Platform / DevOps,1.6,platform-/-devops-lambda
2024-02-22,CloudFront (CDN),us-west-2,15.13,Reserved,Platform / DevOps,14.2,platform-/-devops-cloudfront
2024-09-21,EC2 (Compute),ap-south-1,108.43,On-Demand,Platform / DevOps,18.3,platform-/-devops-ec2
2024-01-20,SNS (Notifications),us-east-1,17.72,Savings Plan,Procurement,10.7,procurement-sns
2024-09-18,SageMaker (ML),ap-southeast-1,194.54,On-Demand,Warehouse Ops,12.8,warehouse-ops-sagemaker
2024-04-07,DynamoDB (NoSQL),us-east-1,62.91,Savings Plan,Procurement,5.4,procurement-dynamodb
2024-01-05,S3 (Storage),ap-southeast-1,46.52,Reserved,Data Engineering,21.3,data-engineering-s3
2024-02-22,EC2 (Compute),ap-south-1,409.21,Reserved,Data Engineering,3.3,data-engineering-ec2
2024-12-08,EC2 (Compute),us-east-1,164.46,Spot,Logistics,22.9,logistics-ec2
2024-08-30,Route 53 (DNS),ap-southeast-1,7.28,Reserved,Platform / DevOps,19.4,platform-/-devops-route 53
2024-10-05,Redshift (Data Warehouse),eu-west-1,107.96,On-Demand,Data Engineering,12.9,data-engineering-redshift
2024-01-03,Lambda (Serverless),us-west-2,36.64,Savings Plan,Warehouse Ops,6.7,warehouse-ops-lambda
2024-04-29,API Gateway,us-west-2,34.54,On-Demand,Procurement,19.5,procurement-api gateway
2024-07-07,CloudFront (CDN),ap-southeast-1,74.77,On-Demand,Warehouse Ops,18.6,warehouse-ops-cloudfront
2024-10-10,EKS (Kubernetes),eu-west-1,424.19,Savings Plan,Logistics,1.0,logistics-eks
2024-10-16,SQS (Queue),eu-west-1,15.03,Savings Plan,Fleet Management,22.5,fleet-management-sqs
2024-02-08,ElastiCache (Caching),ap-southeast-1,28.7,Savings Plan,Procurement,23.8,procurement-elasticache
2024-10-14,CloudFront (CDN),ap-southeast-1,73.75,Savings Plan,Fleet Management,12.3,fleet-management-cloudfront
2024-08-23,Route 53 (DNS),eu-west-1,4.42,Savings Plan,Logistics,18.5,logistics-route 53
2024-02-26,Lambda (Serverless),us-west-2,65.41,Reserved,Logistics,14.8,logistics-lambda
2024-01-20,Route 53 (DNS),us-east-1,3.81,Spot,Data Engineering,12.7,data-engineering-route 53
2024-06-13,SQS (Queue),ap-southeast-1,11.41,On-Demand,Data Engineering,4.0,data-engineering-sqs
2024-01-04,S3 (Storage),us-west-2,68.56,Reserved,Fleet Management,10.2,fleet-management-s3
2024-07-10,S3 (Storage),us-west-2,47.55,Savings Plan,Logistics,12.6,logistics-s3
2024-12-05,ElastiCache (Caching),us-east-1,65.74,Reserved,Platform / DevOps,3.2,platform-/-devops-elasticache
2024-06-23,SNS (Notifications),us-east-1,10.58,Savings Plan,Platform / DevOps,23.6,platform-/-devops-sns
2024-06-23,API Gateway,us-west-2,46.41,On-Demand,Warehouse Ops,23.4,warehouse-ops-api gateway
2024-01-19,Redshift (Data Warehouse),ap-southeast-1,79.97,Reserved,Data Engineering,20.9,data-engineering-redshift
2024-04-17,SNS (Notifications),us-east-1,10.83,Savings Plan,Warehouse Ops,12.8,warehouse-ops-sns
2024-06-22,Redshift (Data Warehouse),eu-west-1,158.74,Spot,Fleet Management,11.7,fleet-management-redshift
2024-12-24,Lambda (Serverless),ap-southeast-1,24.56,Reserved,Warehouse Ops,22.8,warehouse-ops-lambda
2024-05-26,Redshift (Data Warehouse),us-east-1,292.11,On-Demand,Warehouse Ops,5.2,warehouse-ops-redshift
2024-01-23,S3 (Storage),ap-southeast-1,71.0,On-Demand,Data Engineering,9.0,data-engineering-s3
2024-06-25,RDS (Database),ap-south-1,99.95,Savings Plan,Data Engineering,21.6,data-engineering-rds
2024-08-16,SageMaker (ML),us-east-1,121.48,Spot,Procurement,1.7,procurement-sagemaker
2024-06-19,DynamoDB (NoSQL),us-west-2,70.6,On-Demand,Platform / DevOps,5.5,platform-/-devops-dynamodb
2024-04-07,SNS (Notifications),us-west-2,4.68,Spot,Data Engineering,10.5,data-engineering-sns
2024-01-03,DynamoDB (NoSQL),ap-southeast-1,169.34,Savings Plan,Warehouse Ops,16.9,warehouse-ops-dynamodb
2024-07-16,EC2 (Compute),eu-west-1,218.86,Savings Plan,Warehouse Ops,9.7,warehouse-ops-ec2
2024-09-04,SageMaker (ML),ap-south-1,78.4,Spot,Procurement,12.1,procurement-sagemaker
2024-08-03,DynamoDB (NoSQL),us-west-2,116.14,Savings Plan,Procurement,15.2,procurement-dynamodb
2024-06-14,Redshift (Data Warehouse),us-west-2,232.86,On-Demand,Procurement,11.7,procurement-redshift
2024-02-27,SageMaker (ML),ap-south-1,297.82,On-Demand,Data Engineering,5.4,data-engineering-sagemaker
2024-01-07,ElastiCache (Caching),ap-southeast-1,80.22,Spot,Fleet Management,12.8,fleet-management-elasticache
2024-05-15,CloudFront (CDN),us-west-2,20.35,On-Demand,Logistics,5.6,logistics-cloudfront
2024-01-24,Redshift (Data Warehouse),us-east-1,261.29,On-Demand,Procurement,20.9,procurement-redshift
2024-02-03,Redshift (Data Warehouse),us-west-2,114.35,Savings Plan,Procurement,4.7,procurement-redshift
2024-06-18,CloudFront (CDN),us-east-1,194.76,Reserved,Platform / DevOps,11.9,platform-/-devops-cloudfront
2024-03-01,ElastiCache (Caching),ap-south-1,28.6,Spot,Data Engineering,20.3,data-engineering-elasticache
2024-01-06,Route 53 (DNS),ap-south-1,7.63,On-Demand,Warehouse Ops,22.4,warehouse-ops-route 53
2024-12-31,ElastiCache (Caching),ap-southeast-1,61.81,Savings Plan,Warehouse Ops,14.6,warehouse-ops-elasticache
2024-12-05,EC2 (Compute),us-west-2,492.48,Spot,Procurement,3.6,procurement-ec2
2024-12-09,RDS (Database),ap-southeast-1,119.87,Reserved,Data Engineering,21.2,data-engineering-rds
2024-06-15,API Gateway,eu-west-1,68.92,On-Demand,Logistics,11.7,logistics-api gateway
2024-09-13,S3 (Storage),us-west-2,100.97,Spot,Procurement,16.4,procurement-s3
2024-11-08,EC2 (Compute),us-east-1,162.55,On-Demand,Fleet Management,20.4,fleet-management-ec2
2024-05-25,API Gateway,us-west-2,52.84,On-Demand,Warehouse Ops,7.9,warehouse-ops-api gateway
2024-04-21,CloudWatch (Monitoring),eu-west-1,26.09,Reserved,Fleet Management,9.9,fleet-management-cloudwatch
2024-03-21,DynamoDB (NoSQL),ap-south-1,132.48,Reserved,Data Engineering,4.5,data-engineering-dynamodb
2024-06-27,ElastiCache (Caching),ap-southeast-1,80.05,Spot,Logistics,19.1,logistics-elasticache
2024-11-30,SageMaker (ML),ap-south-1,210.45,Savings Plan,Logistics,2.9,logistics-sagemaker
2024-06-28,ElastiCache (Caching),eu-west-1,114.67,On-Demand,Data Engineering,17.4,data-engineering-elasticache
2024-06-19,S3 (Storage),eu-west-1,24.1,On-Demand,Fleet Management,14.6,fleet-management-s3
2024-08-03,DynamoDB (NoSQL),eu-west-1,64.17,On-Demand,Data Engineering,17.1,data-engineering-dynamodb
2024-07-05,DynamoDB (NoSQL),us-east-1,61.57,On-Demand,Data Engineering,23.7,data-engineering-dynamodb
2024-05-02,CloudWatch (Monitoring),ap-south-1,38.37,Reserved,Procurement,10.6,procurement-cloudwatch
2024-09-13,DynamoDB (NoSQL),ap-southeast-1,104.56,Reserved,Platform / DevOps,4.4,platform-/-devops-dynamodb
2024-04-20,Lambda (Serverless),eu-west-1,5.32,Reserved,Data Engineering,22.3,data-engineering-lambda
2024-05-30,EKS (Kubernetes),us-east-1,296.82,On-Demand,Fleet Management,12.8,fleet-management-eks
2024-09-12,CloudFront (CDN),ap-southeast-1,88.34,Savings Plan,Logistics,5.4,logistics-cloudfront
2024-10-03,Lambda (Serverless),ap-southeast-1,22.7,Spot,Data Engineering,3.0,data-engineering-lambda
2024-12-12,EKS (Kubernetes),ap-southeast-1,194.35,Reserved,Platform / DevOps,13.2,platform-/-devops-eks
2024-06-20,Lambda (Serverless),ap-southeast-1,51.57,Spot,Warehouse Ops,21.2,warehouse-ops-lambda
2024-05-10,CloudFront (CDN),eu-west-1,76.22,Reserved,Logistics,19.6,logistics-cloudfront
2024-01-30,CloudFront (CDN),ap-southeast-1,63.07,On-Demand,Data Engineering,14.4,data-engineering-cloudfront
2024-07-14,EC2 (Compute),ap-southeast-1,237.51,Spot,Procurement,18.6,procurement-ec2
2024-02-05,Lambda (Serverless),ap-south-1,9.57,Spot,Procurement,21.2,procurement-lambda
2024-03-30,S3 (Storage),us-west-2,82.26,Reserved,Logistics,11.5,logistics-s3
2024-10-13,DynamoDB (NoSQL),us-east-1,30.45,Spot,Data Engineering,23.9,data-engineering-dynamodb
2024-03-01,RDS (Database),us-east-1,199.98,Savings Plan,Data Engineering,11.1,data-engineering-rds
2024-11-19,Lambda (Serverless),ap-southeast-1,81.14,Savings Plan,Warehouse Ops,8.5,warehouse-ops-lambda
2024-10-28,API Gateway,ap-southeast-1,40.05,Savings Plan,Logistics,4.3,logistics-api gateway
2024-08-23,SageMaker (ML),us-east-1,94.93,On-Demand,Platform / DevOps,19.0,platform-/-devops-sagemaker
2024-01-26,S3 (Storage),ap-southeast-1,107.33,On-Demand,Fleet Management,9.9,fleet-management-s3
2024-11-06,API Gateway,ap-south-1,247.27,Reserved,Logistics,16.8,logistics-api gateway
2024-11-18,EC2 (Compute),us-east-1,270.14,On-Demand,Data Engineering,8.1,data-engineering-ec2
2024-12-27,EKS (Kubernetes),us-west-2,488.08,Spot,Platform / DevOps,18.3,platform-/-devops-eks
2024-05-13,Redshift (Data Warehouse),ap-southeast-1,180.57,Reserved,Warehouse Ops,19.7,warehouse-ops-redshift
2024-05-05,CloudWatch (Monitoring),eu-west-1,12.64,Savings Plan,Data Engineering,9.6,data-engineering-cloudwatch
2024-11-11,Redshift (Data Warehouse),ap-south-1,207.78,Reserved,Fleet Management,15.1,fleet-management-redshift
2024-06-08,RDS (Database),us-east-1,117.85,Savings Plan,Fleet Management,8.3,fleet-management-rds
2024-05-02,SNS (Notifications),eu-west-1,13.19,Savings Plan,Warehouse Ops,18.2,warehouse-ops-sns
2024-07-30,EKS (Kubernetes),us-east-1,156.18,Reserved,Procurement,17.7,procurement-eks
2024-07-29,ElastiCache (Caching),us-west-2,142.77,Reserved,Data Engineering,20.7,data-engineering-elasticache
2024-01-03,CloudWatch (Monitoring),eu-west-1,18.0,On-Demand,Data Engineering,5.9,data-engineering-cloudwatch
2024-10-28,EKS (Kubernetes),ap-south-1,325.83,Reserved,Warehouse Ops,1.2,warehouse-ops-eks
2024-12-15,Lambda (Serverless),us-west-2,97.08,Savings Plan,Logistics,5.8,logistics-lambda
2024-09-25,SQS (Queue),us-west-2,17.74,Reserved,Procurement,9.3,procurement-sqs
2024-04-12,Redshift (Data Warehouse),ap-southeast-1,275.87,On-Demand,Logistics,14.6,logistics-redshift
2024-05-19,Lambda (Serverless),ap-southeast-1,79.13,On-Demand,Platform / DevOps,17.0,platform-/-devops-lambda
2024-01-08,DynamoDB (NoSQL),ap-southeast-1,121.9,Spot,Fleet Management,12.6,fleet-management-dynamodb
2024-03-05,SNS (Notifications),ap-southeast-1,,Spot,Fleet Management,2.7,fleet-management-sns
2024-03-11,EKS (Kubernetes),ap-south-1,251.28,On-Demand,Warehouse Ops,1.4,warehouse-ops-eks
2024-10-26,EC2 (Compute),ap-southeast-1,98.42,On-Demand,Platform / DevOps,6.0,platform-/-devops-ec2
2024-10-30,Lambda (Serverless),us-east-1,41.81,On-Demand,Fleet Management,20.5,fleet-management-lambda
2024-07-19,EC2 (Compute),us-west-2,296.17,Spot,Warehouse Ops,17.6,warehouse-ops-ec2
2024-05-12,EC2 (Compute),us-west-2,207.21,On-Demand,Fleet Management,15.7,fleet-management-ec2
2024-01-15,ElastiCache (Caching),ap-south-1,92.32,Reserved,Fleet Management,13.7,fleet-management-elasticache
2024-06-26,DynamoDB (NoSQL),eu-west-1,111.21,Spot,Platform / DevOps,9.0,platform-/-devops-dynamodb
2024-10-19,SageMaker (ML),us-east-1,111.91,On-Demand,Logistics,3.3,logistics-sagemaker
2024-09-22,EC2 (Compute),us-east-1,106.24,Spot,Data Engineering,13.1,data-engineering-ec2
2024-02-18,EKS (Kubernetes),eu-west-1,193.44,Savings Plan,Procurement,4.1,procurement-eks
2024-02-22,EC2 (Compute),eu-west-1,336.48,Reserved,Warehouse Ops,19.1,warehouse-ops-ec2
2024-10-20,SNS (Notifications),us-west-2,19.06,Spot,Procurement,3.9,procurement-sns
2024-03-25,Redshift (Data Warehouse),ap-south-1,211.68,Reserved,Data Engineering,6.7,data-engineering-redshift
2024-04-18,EKS (Kubernetes),us-west-2,161.82,On-Demand,Warehouse Ops,5.3,warehouse-ops-eks
2024-12-04,API Gateway,us-east-1,51.61,Savings Plan,Logistics,2.6,logistics-api gateway
2024-03-12,RDS (Database),ap-south-1,118.5,Savings Plan,Logistics,19.5,logistics-rds
2024-05-31,SQS (Queue),us-west-2,12.37,Reserved,Procurement,10.8,procurement-sqs
2024-12-09,API Gateway,eu-west-1,68.93,Spot,Fleet Management,5.1,fleet-management-api gateway
2024-09-06,S3 (Storage),ap-south-1,24.2,Spot,Warehouse Ops,12.8,warehouse-ops-s3
2024-05-29,DynamoDB (NoSQL),us-east-1,157.25,Savings Plan,Data Engineering,1.1,data-engineering-dynamodb
2024-09-03,S3 (Storage),us-west-2,92.72,On-Demand,Procurement,6.0,procurement-s3
2024-05-04,SageMaker (ML),us-west-2,194.69,Reserved,Fleet Management,11.6,fleet-management-sagemaker
2024-08-26,DynamoDB (NoSQL),ap-south-1,119.85,Reserved,Warehouse Ops,18.8,warehouse-ops-dynamodb
2024-05-28,SQS (Queue),us-west-2,11.33,Reserved,Warehouse Ops,2.2,warehouse-ops-sqs
2024-02-12,RDS (Database),ap-southeast-1,232.96,Savings Plan,Fleet Management,10.7,fleet-management-rds
2024-02-14,Redshift (Data Warehouse),us-east-1,188.59,On-Demand,Fleet Management,22.5,fleet-management-redshift
2024-06-16,RDS (Database),us-east-1,270.03,Spot,Platform / DevOps,3.0,platform-/-devops-rds
2024-06-20,S3 (Storage),us-west-2,51.33,Savings Plan,Platform / DevOps,17.4,platform-/-devops-s3
2024-03-04,SQS (Queue),us-east-1,12.16,Savings Plan,Fleet Management,16.8,fleet-management-sqs
2024-10-29,ElastiCache (Caching),ap-southeast-1,113.54,On-Demand,Procurement,9.4,procurement-elasticache
2024-03-31,RDS (Database),ap-southeast-1,271.46,Savings Plan,Data Engineering,19.6,data-engineering-rds
2024-02-10,CloudWatch (Monitoring),ap-south-1,34.6,Savings Plan,Warehouse Ops,16.1,warehouse-ops-cloudwatch
2024-12-11,SNS (Notifications),eu-west-1,7.78,On-Demand,Platform / DevOps,10.2,platform-/-devops-sns
2024-04-09,CloudWatch (Monitoring),us-east-1,32.99,On-Demand,Fleet Management,2.5,fleet-management-cloudwatch
2024-05-07,API Gateway,ap-south-1,51.68,Savings Plan,Platform / DevOps,4.2,platform-/-devops-api gateway
2024-10-08,SageMaker (ML),us-east-1,56.07,On-Demand,Warehouse Ops,6.4,warehouse-ops-sagemaker
2024-11-03,SageMaker (ML),us-west-2,295.23,On-Demand,Data Engineering,8.0,data-engineering-sagemaker
2024-11-16,CloudFront (CDN),eu-west-1,116.48,Spot,Fleet Management,20.3,fleet-management-cloudfront
2024-08-28,Redshift (Data Warehouse),ap-south-1,200.51,Spot,Data Engineering,2.2,data-engineering-redshift
2024-02-11,Route 53 (DNS),us-east-1,6.92,On-Demand,Warehouse Ops,15.9,warehouse-ops-route 53
2024-10-02,RDS (Database),us-west-2,214.48,Reserved,Platform / DevOps,7.2,platform-/-devops-rds
2024-11-07,SNS (Notifications),us-east-1,25.52,Savings Plan,Procurement,11.2,procurement-sns
2024-09-24,S3 (Storage),eu-west-1,108.73,On-Demand,Data Engineering,19.2,data-engineering-s3
2024-02-21,S3 (Storage),eu-west-1,33.65,Spot,Procurement,22.8,procurement-s3
2024-11-13,SQS (Queue),ap-south-1,22.2,On-Demand,Logistics,8.2,logistics-sqs
2024-10-28,Route 53 (DNS),eu-west-1,5.61,On-Demand,Platform / DevOps,4.1,platform-/-devops-route 53
2024-01-19,API Gateway,us-west-2,18.71,Spot,Logistics,18.1,logistics-api gateway
2024-03-15,ElastiCache (Caching),eu-west-1,87.35,Spot,Warehouse Ops,17.1,warehouse-ops-elasticache
2024-09-23,Lambda (Serverless),us-east-1,24.05,Reserved,Warehouse Ops,2.2,warehouse-ops-lambda
2024-11-29,Route 53 (DNS),ap-southeast-1,6.77,Reserved,Logistics,4.4,logistics-route 53
2024-08-01,RDS (Database),eu-west-1,115.04,On-Demand,Logistics,12.6,logistics-rds
2024-09-06,EKS (Kubernetes),us-west-2,243.5,Savings Plan,Fleet Management,7.8,fleet-management-eks
